Order_ID,Batch_Number,Product_Name,Category,Dosage_Form,Manufacturer,Warehouse,Hospital_Client,City,Logistics_Company,Order_Date,Dispatch_Date,Delivery_Date,Days_To_Deliver,Delivery_Status,Quantity_Units,Unit_Price_EUR,Total_Value_EUR,Discount_Percentage,Final_Value_EUR,Payment_Status,Cold_Chain_Required,Temperature_Zone,Damage_Reported,Return_Reason,Expiry_Date,Stock_Level,Reorder_Point,Lead_Time_Days,Compliance_Status
ORD000427,BATCH00427,COVID-19 Vaccine,Vaccine,Injection,Novartis,Leipzig Store,Dresden Hospital,Leipzig,UPS Pharma,08-06-2024,12-06-2024,13-06-2024,5,Delivered,381,256.91,97882.71,19.5,78795.58,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,24-03-2029,32561,4819,11,Under Review
ORD000428,BATCH00428,Ibuprofen 400mg,Anti-inflammatory,Tablet,Johnson & Johnson,Frankfurt Depot,Dresden Hospital,Frankfurt,DHL Medical,08-09-2023,10-09-2023,Cancelled,Not Applicable,Cancelled,1096,342.31,375171.76,6,352661.45,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,29-01-2026,3227,1126,1,Under Review
ORD000429,BATCH00429,Metformin 500mg,Diabetes,Tablet,Sanofi,Frankfurt Depot,Dresden Hospital,Frankfurt,DHL Medical,10-03-2025,13-03-2025,Cancelled,Not Applicable,Cancelled,2961,127.8,378415.8,1.6,372361.15,Pending,No,Ambient (15-25°C),No,Not Applicable,04-01-2029,11867,1992,14,Non-Compliant
ORD000430,BATCH00430,Amoxicillin 250mg,Antibiotic,Capsule,Novartis,Frankfurt Depot,Stuttgart Health Center,Frankfurt,UPS Pharma,10-07-2024,15-07-2024,Cancelled,Not Applicable,Cancelled,2221,171,379791,18.4,309909.46,Overdue,No,Ambient (15-25°C),No,Not Applicable,28-07-2026,17094,1371,7,Under Review
ORD000431,BATCH00431,Paracetamol 500mg,Pain Relief,Tablet,Pfizer,Frankfurt Depot,Munich Clinic,Frankfurt,DHL Medical,04-09-2024,08-09-2024,14-09-2024,10,Delivered,3368,434.46,1463261.28,19.3,1180851.85,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,18-01-2029,40518,3455,12,Non-Compliant
ORD000432,BATCH00432,Salbutamol Inhaler,Respiratory,Inhaler,Novartis,Munich Hub,Hamburg Medical Center,Munich,DHL Medical,18-08-2022,19-08-2022,Not Delivered Yet,Not Applicable,In Transit,1591,429.58,683461.78,4.2,654756.39,Pending,No,Ambient (15-25°C),No,Not Applicable,07-04-2027,41129,4912,4,Compliant
ORD000433,BATCH00433,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Munich Hub,Nuremberg Clinic,Munich,MedExpress,27-08-2022,29-08-2022,31-08-2022,4,Delivered,3697,481.95,1781769.15,9.4,1614282.85,Paid,No,Refrigerated (2-8°C),No,Not Applicable,04-03-2026,37418,3709,1,Compliant
ORD000434,BATCH00434,Paracetamol 500mg,Pain Relief,Tablet,Novartis,Cologne Warehouse,Dresden Hospital,Cologne,MedExpress,31-03-2025,05-04-2025,Cancelled,Not Applicable,Cancelled,4590,499.51,2292750.9,0.7,2276701.64,Overdue,No,Ambient (15-25°C),No,Not Applicable,26-06-2028,44577,4496,4,Compliant
ORD000435,BATCH00435,Ciprofloxacin 500mg,Antibiotic,Tablet,Pfizer,Frankfurt Depot,Bremen Health Institute,Frankfurt,UPS Pharma,03-07-2023,07-07-2023,11-07-2023,8,Delivered,1007,247.65,249383.55,18.8,202499.44,Paid,No,Ambient (15-25°C),No,Not Applicable,12-06-2026,10673,2859,12,Compliant
ORD000436,BATCH00436,Dexamethasone 4mg,Steroid,Tablet,Abbott,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,ColdChain Logistics,26-11-2023,01-12-2023,Not Delivered Yet,Not Applicable,In Transit,3887,66.01,256580.87,5.9,241442.6,Paid,No,Ambient (15-25°C),No,Not Applicable,20-11-2028,31054,1827,10,Compliant
ORD000437,BATCH00437,Salbutamol Inhaler,Respiratory,Inhaler,Novartis,Cologne Warehouse,Nuremberg Clinic,Cologne,FedEx Health,13-02-2023,15-02-2023,20-02-2023,7,Delivered,4081,50.9,207722.9,8.3,190481.9,Overdue,No,Ambient (15-25°C),No,Not Applicable,20-11-2026,3183,648,6,Compliant
ORD000438,BATCH00438,Warfarin 5mg,Blood Thinner,Tablet,Roche,Munich Hub,Hanover Medical Center,Munich,DHL Medical,23-11-2023,27-11-2023,28-11-2023,5,Delivered,1907,60.78,115907.46,4.5,110691.62,Paid,No,Ambient (15-25°C),No,Not Applicable,04-05-2026,36605,2691,3,Under Review
ORD000439,BATCH00439,Prednisolone 5mg,Steroid,Tablet,Novartis,Cologne Warehouse,Berlin University Hospital,Cologne,MedExpress,16-08-2022,17-08-2022,Cancelled,Not Applicable,Cancelled,884,411.89,364110.76,0.8,361197.87,Paid,No,Ambient (15-25°C),No,Not Applicable,18-03-2024,23800,1786,12,Compliant
ORD000440,BATCH00440,Morphine 10mg,Pain Relief,Injection,Sanofi,Frankfurt Depot,Munich Clinic,Frankfurt,FedEx Health,17-11-2023,19-11-2023,28-11-2023,11,Delayed,1703,219.83,374370.49,8.3,343297.74,Pending,Yes,Refrigerated (2-8°C),No,Not Applicable,29-11-2024,22468,2849,9,Compliant
ORD000441,BATCH00441,Ibuprofen 400mg,Anti-inflammatory,Tablet,Johnson & Johnson,Hamburg Port,Dresden Hospital,Hamburg,UPS Pharma,07-11-2022,12-11-2022,Not Delivered Yet,Not Applicable,In Transit,3504,393.71,1379559.84,2.8,1340932.16,Pending,No,Ambient (15-25°C),No,Not Applicable,03-04-2026,33926,3463,1,Non-Compliant
ORD000442,BATCH00442,Atorvastatin 10mg,Cholesterol,Tablet,Pfizer,Cologne Warehouse,Hanover Medical Center,Cologne,DHL Medical,24-11-2023,27-11-2023,01-12-2023,7,Delivered,1396,217.32,303378.72,7.9,279411.8,Paid,No,Refrigerated (2-8°C),No,Not Applicable,06-02-2025,37754,973,11,Under Review
ORD000443,BATCH00443,Salbutamol Inhaler,Respiratory,Inhaler,Bayer,Frankfurt Depot,Hanover Medical Center,Frankfurt,UPS Pharma,06-12-2023,07-12-2023,19-12-2023,13,Delayed,4373,305.4,1335514.2,2.9,1296784.29,Overdue,No,Ambient (15-25°C),No,Not Applicable,12-03-2027,41018,4122,12,Compliant
ORD000444,BATCH00444,Vitamin D3 1000IU,Supplement,Tablet,AstraZeneca,Hamburg Port,Munich Clinic,Hamburg,DHL Medical,09-03-2024,11-03-2024,27-03-2024,18,Delayed,4480,142.32,637593.6,1.9,625479.32,Paid,No,Ambient (15-25°C),No,Not Applicable,12-04-2028,1634,728,13,Under Review
ORD000445,BATCH00445,Fluoxetine 20mg,Antidepressant,Capsule,Johnson & Johnson,Munich Hub,Stuttgart Health Center,Munich,BioLogistics GmbH,31-10-2024,01-11-2024,00-01-1900,Not Applicable,Returned,541,420.87,227690.67,5.2,215850.76,Pending,No,Ambient (15-25°C),No,Damaged,04-09-2028,19627,542,8,Compliant
ORD000446,BATCH00446,Azithromycin 500mg,Antibiotic,Tablet,Merck,Stuttgart Center,Hanover Medical Center,Stuttgart,ColdChain Logistics,19-12-2023,22-12-2023,Not Delivered Yet,Not Applicable,In Transit,2380,333.63,794039.4,16.3,664610.98,Pending,No,Refrigerated (2-8°C),No,Not Applicable,05-03-2028,34156,2528,2,Compliant
ORD000447,BATCH00447,Ciprofloxacin 500mg,Antibiotic,Tablet,Merck,Munich Hub,Cologne Medical Hub,Munich,MedExpress,28-10-2022,01-11-2022,08-11-2022,11,Delivered,3425,41.43,141897.75,1.2,140194.98,Paid,No,Ambient (15-25°C),No,Not Applicable,20-07-2024,24302,4811,7,Under Review
ORD000448,BATCH00448,Losartan 50mg,Hypertension,Tablet,Sanofi,Leipzig Store,Dresden Hospital,Leipzig,UPS Pharma,17-05-2024,21-05-2024,Cancelled,Not Applicable,Cancelled,4060,365.99,1485919.4,8.3,1362588.09,Pending,No,Ambient (15-25°C),No,Not Applicable,15-04-2026,46705,4249,3,Under Review
ORD000449,BATCH00449,Ciprofloxacin 500mg,Antibiotic,Tablet,Novartis,Cologne Warehouse,Frankfurt General Hospital,Cologne,MedExpress,08-03-2022,10-03-2022,Cancelled,Not Applicable,Cancelled,4629,184.98,856272.42,19,693580.66,Paid,No,Ambient (15-25°C),No,Not Applicable,22-07-2026,37571,2872,1,Under Review
ORD000450,BATCH00450,Atorvastatin 10mg,Cholesterol,Tablet,Novartis,Hamburg Port,Stuttgart Health Center,Hamburg,UPS Pharma,26-08-2023,30-08-2023,Not Delivered Yet,Not Applicable,Pending,279,395.71,110403.09,2.8,107311.8,Paid,No,Ambient (15-25°C),Yes,Not Applicable,15-12-2027,18678,2266,3,Non-Compliant
ORD000451,BATCH00451,Paracetamol 500mg,Pain Relief,Tablet,Novartis,Stuttgart Center,Cologne Medical Hub,Stuttgart,DHL Medical,05-05-2024,09-05-2024,14-05-2024,9,Delivered,2587,283.1,732379.7,18,600551.35,Overdue,No,Ambient (15-25°C),No,Not Applicable,16-06-2027,8803,1634,9,Non-Compliant
ORD000452,BATCH00452,Morphine 10mg,Pain Relief,Injection,GSK,Munich Hub,Cologne Medical Hub,Munich,DHL Medical,04-03-2024,06-03-2024,00-01-1900,Not Applicable,Returned,3289,169.83,558570.87,0.9,553543.73,Paid,Yes,Refrigerated (2-8°C),No,Expired,06-12-2028,10953,703,10,Compliant
ORD000453,BATCH00453,Losartan 50mg,Hypertension,Tablet,Novartis,Cologne Warehouse,Hanover Medical Center,Cologne,DHL Medical,14-01-2025,19-01-2025,Not Delivered Yet,Not Applicable,In Transit,483,478.67,231197.61,10.4,207153.06,Paid,No,Refrigerated (2-8°C),No,Not Applicable,14-09-2028,43239,4856,3,Compliant
ORD000454,BATCH00454,Insulin Glargine,Diabetes,Injection,AstraZeneca,Munich Hub,Bremen Health Institute,Munich,MedExpress,28-12-2024,02-01-2025,05-01-2025,8,Delivered,3341,294.65,984425.65,9.8,887951.94,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,13-02-2026,27293,697,14,Under Review
ORD000455,BATCH00455,Lisinopril 10mg,Hypertension,Tablet,Bayer,Hamburg Port,Munich Clinic,Hamburg,DHL Medical,14-01-2025,16-01-2025,19-01-2025,5,Delivered,1229,91.74,112748.46,15.4,95385.2,Paid,No,Ambient (15-25°C),No,Not Applicable,25-11-2026,3960,3164,3,Compliant
ORD000456,BATCH00456,Amoxicillin 250mg,Antibiotic,Capsule,Johnson & Johnson,Frankfurt Depot,Munich Clinic,Frankfurt,UPS Pharma,25-04-2024,28-04-2024,01-05-2024,6,Delivered,3126,470.82,1471783.32,18,1206862.32,Overdue,No,Ambient (15-25°C),No,Not Applicable,09-08-2025,38506,2437,8,Under Review
ORD000457,BATCH00457,Ciprofloxacin 500mg,Antibiotic,Tablet,Bayer,Berlin Central,Stuttgart Health Center,Berlin,DHL Medical,09-08-2024,14-08-2024,28-08-2024,19,Delayed,586,242.34,142011.24,8.1,130508.33,Overdue,No,Ambient (15-25°C),No,Not Applicable,30-11-2026,44343,1331,4,Under Review
ORD000458,BATCH00458,Atorvastatin 10mg,Cholesterol,Tablet,Johnson & Johnson,Stuttgart Center,Dresden Hospital,Stuttgart,MedExpress,21-10-2024,23-10-2024,30-10-2024,9,Delivered,1216,186.97,227355.52,19.7,182566.48,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,07-03-2027,29705,842,1,Non-Compliant
ORD000459,BATCH00459,Prednisolone 5mg,Steroid,Tablet,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,DHL Medical,14-09-2024,17-09-2024,22-09-2024,8,Delivered,2105,419.82,883721.1,7.6,816558.3,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,03-09-2027,18536,872,3,Under Review
ORD000460,BATCH00460,Fluoxetine 20mg,Antidepressant,Capsule,Novartis,Hamburg Port,Munich Clinic,Hamburg,MedExpress,14-10-2022,19-10-2022,22-10-2022,8,Delivered,3588,105.82,379682.16,10.1,341334.26,Paid,No,Refrigerated (2-8°C),No,Not Applicable,26-07-2025,49428,4208,5,Compliant
ORD000461,BATCH00461,Lisinopril 10mg,Hypertension,Tablet,Abbott,Munich Hub,Nuremberg Clinic,Munich,ColdChain Logistics,02-02-2022,04-02-2022,22-02-2022,20,Delayed,66,304.59,20102.94,0.1,20082.84,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,21-02-2023,45745,4505,13,Non-Compliant
ORD000462,BATCH00462,Losartan 50mg,Hypertension,Tablet,Novartis,Leipzig Store,Munich Clinic,Leipzig,ColdChain Logistics,30-06-2024,01-07-2024,04-07-2024,4,Delivered,3133,413.82,1296498.06,7.2,1203150.2,Paid,No,Refrigerated (2-8°C),No,Not Applicable,27-06-2026,30423,3534,4,Non-Compliant
ORD000463,BATCH00463,Paracetamol 500mg,Pain Relief,Tablet,AstraZeneca,Cologne Warehouse,Berlin University Hospital,Cologne,UPS Pharma,28-01-2023,29-01-2023,15-02-2023,18,Delayed,2533,404.3,1024091.9,4.4,979031.86,Pending,No,Ambient (15-25°C),Yes,Not Applicable,04-11-2026,46240,2212,1,Compliant
ORD000464,BATCH00464,Vitamin D3 1000IU,Supplement,Tablet,Novartis,Leipzig Store,Stuttgart Health Center,Leipzig,ColdChain Logistics,16-12-2022,21-12-2022,Cancelled,Not Applicable,Cancelled,1637,330.09,540357.33,11.3,479296.95,Paid,No,Refrigerated (2-8°C),No,Not Applicable,13-10-2027,38645,1550,12,Compliant
ORD000465,BATCH00465,Atorvastatin 10mg,Cholesterol,Tablet,Johnson & Johnson,Stuttgart Center,Frankfurt General Hospital,Stuttgart,ColdChain Logistics,28-01-2023,29-01-2023,Not Delivered Yet,Not Applicable,Pending,4415,307.42,1357259.3,13.6,1172672.04,Paid,No,Ambient (15-25°C),No,Not Applicable,14-08-2026,21268,4043,14,Non-Compliant
ORD000466,BATCH00466,Insulin Glargine,Diabetes,Injection,Novartis,Cologne Warehouse,Hanover Medical Center,Cologne,MedExpress,11-01-2024,16-01-2024,Cancelled,Not Applicable,Cancelled,406,441.96,179435.76,4.5,171361.15,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,02-08-2026,29516,3090,1,Non-Compliant
ORD000467,BATCH00467,Cetirizine 10mg,Allergy,Tablet,Abbott,Berlin Central,Bremen Health Institute,Berlin,DHL Medical,17-05-2024,18-05-2024,Not Delivered Yet,Not Applicable,In Transit,2097,98.84,207267.48,6.6,193587.83,Paid,No,Refrigerated (2-8°C),No,Not Applicable,22-09-2025,31555,4038,13,Compliant
ORD000468,BATCH00468,Fluoxetine 20mg,Antidepressant,Capsule,Abbott,Leipzig Store,Stuttgart Health Center,Leipzig,FedEx Health,27-08-2024,29-08-2024,01-09-2024,5,Delivered,495,410.91,203400.45,10.4,182246.8,Overdue,No,Ambient (15-25°C),No,Not Applicable,24-12-2026,28839,1283,11,Non-Compliant
ORD000469,BATCH00469,Fluoxetine 20mg,Antidepressant,Capsule,Novartis,Berlin Central,Berlin University Hospital,Berlin,DHL Medical,04-10-2023,05-10-2023,00-01-1900,Not Applicable,Returned,1094,31.47,34428.18,16,28919.67,Paid,No,Ambient (15-25°C),No,Quality Issue,23-01-2025,6773,957,9,Compliant
ORD000470,BATCH00470,Salbutamol Inhaler,Respiratory,Inhaler,Bayer,Frankfurt Depot,Munich Clinic,Frankfurt,ColdChain Logistics,23-04-2023,28-04-2023,00-01-1900,Not Applicable,Returned,136,226.98,30869.28,9.3,27998.44,Paid,No,Refrigerated (2-8°C),No,Expired,15-09-2026,29858,4737,6,Under Review
ORD000471,BATCH00471,Cetirizine 10mg,Allergy,Tablet,Novartis,Berlin Central,Berlin University Hospital,Berlin,ColdChain Logistics,01-02-2023,06-02-2023,08-02-2023,7,Delivered,4218,128.51,542055.18,8.4,496522.54,Paid,No,Ambient (15-25°C),No,Not Applicable,26-07-2027,2988,995,3,Compliant
ORD000472,BATCH00472,Fluoxetine 20mg,Antidepressant,Capsule,Bayer,Stuttgart Center,Cologne Medical Hub,Stuttgart,UPS Pharma,29-10-2022,02-11-2022,05-11-2022,7,Delivered,4992,171.78,857525.76,7.4,794068.85,Paid,No,Refrigerated (2-8°C),No,Not Applicable,14-11-2023,3856,2444,9,Under Review
ORD000473,BATCH00473,Amoxicillin 250mg,Antibiotic,Capsule,Bayer,Hamburg Port,Frankfurt General Hospital,Hamburg,FedEx Health,21-05-2022,24-05-2022,Not Delivered Yet,Not Applicable,In Transit,1601,334.1,534894.1,13.9,460543.82,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,02-01-2026,37199,3249,10,Compliant
ORD000474,BATCH00474,COVID-19 Vaccine,Vaccine,Injection,Abbott,Munich Hub,Munich Clinic,Munich,MedExpress,12-10-2024,14-10-2024,15-10-2024,3,Delivered,1877,346.76,650868.52,9.3,590337.75,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,22-12-2026,48601,3579,4,Non-Compliant
ORD000475,BATCH00475,Omeprazole 20mg,Gastric,Capsule,Pfizer,Hamburg Port,Berlin University Hospital,Hamburg,DHL Medical,03-03-2022,08-03-2022,17-03-2022,14,Delayed,1216,145.64,177098.24,3.9,170191.41,Paid,No,Ambient (15-25°C),Yes,Not Applicable,14-06-2026,13149,2120,5,Compliant
ORD000476,BATCH00476,Azithromycin 500mg,Antibiotic,Tablet,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,UPS Pharma,01-01-2023,03-01-2023,Not Delivered Yet,Not Applicable,In Transit,226,88.45,19989.7,5.2,18950.24,Paid,No,Ambient (15-25°C),No,Not Applicable,26-07-2024,24933,1409,6,Compliant
ORD000477,BATCH00477,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Munich Hub,Cologne Medical Hub,Munich,UPS Pharma,15-12-2024,20-12-2024,24-12-2024,9,Delivered,585,59.69,34918.65,17.7,28738.05,Pending,No,Ambient (15-25°C),No,Not Applicable,08-09-2026,45605,3565,6,Under Review
ORD000478,BATCH00478,COVID-19 Vaccine,Vaccine,Injection,AstraZeneca,Berlin Central,Bremen Health Institute,Berlin,ColdChain Logistics,01-01-2025,04-01-2025,Not Delivered Yet,Not Applicable,In Transit,1267,164.18,208016.06,1.1,205727.88,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,28-07-2027,38378,4505,4,Compliant
ORD000479,BATCH00479,Dexamethasone 4mg,Steroid,Tablet,Merck,Berlin Central,Hamburg Medical Center,Berlin,ColdChain Logistics,08-11-2024,11-11-2024,00-01-1900,Not Applicable,Returned,4134,259.69,1073558.46,3.6,1034910.36,Pending,No,Ambient (15-25°C),No,Quality Issue,06-11-2029,31148,2698,10,Non-Compliant
ORD000480,BATCH00480,Fluoxetine 20mg,Antidepressant,Capsule,Pfizer,Munich Hub,Frankfurt General Hospital,Munich,FedEx Health,26-04-2023,30-04-2023,Cancelled,Not Applicable,Cancelled,1840,153.35,282164,17.8,231938.81,Paid,No,Ambient (15-25°C),No,Not Applicable,09-07-2027,16780,1194,3,Compliant
ORD000481,BATCH00481,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Stuttgart Center,Cologne Medical Hub,Stuttgart,FedEx Health,10-08-2024,15-08-2024,20-08-2024,10,Delivered,2805,213.34,598418.7,9.4,542167.34,Paid,No,Ambient (15-25°C),No,Not Applicable,25-11-2027,17992,3632,1,Compliant
ORD000482,BATCH00482,Morphine 10mg,Pain Relief,Injection,AstraZeneca,Hamburg Port,Munich Clinic,Hamburg,UPS Pharma,27-08-2023,01-09-2023,06-09-2023,10,Delivered,4528,322.01,1458061.28,15.7,1229145.66,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,05-12-2025,23708,813,9,Compliant
ORD000483,BATCH00483,Lisinopril 10mg,Hypertension,Tablet,AstraZeneca,Cologne Warehouse,Cologne Medical Hub,Cologne,UPS Pharma,17-07-2023,19-07-2023,Not Delivered Yet,Not Applicable,Pending,4998,499,2494002,20,1995201.6,Paid,No,Ambient (15-25°C),Yes,Not Applicable,02-08-2027,18571,3339,13,Non-Compliant
ORD000484,BATCH00484,Vitamin D3 1000IU,Supplement,Tablet,Merck,Leipzig Store,Berlin University Hospital,Leipzig,MedExpress,25-03-2024,27-03-2024,29-03-2024,4,Delivered,1769,237.48,420102.12,10.3,376831.6,Pending,No,Ambient (15-25°C),No,Not Applicable,29-04-2028,22425,1203,6,Compliant
ORD000485,BATCH00485,COVID-19 Vaccine,Vaccine,Injection,Bayer,Munich Hub,Nuremberg Clinic,Munich,MedExpress,07-02-2024,09-02-2024,14-02-2024,7,Delivered,1101,153.13,168596.13,14.8,143643.9,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,26-11-2027,22370,2347,7,Non-Compliant
ORD000486,BATCH00486,Vitamin D3 1000IU,Supplement,Tablet,Sanofi,Hamburg Port,Cologne Medical Hub,Hamburg,ColdChain Logistics,08-03-2025,09-03-2025,11-03-2025,3,Delivered,1309,488.63,639616.67,19.9,512332.95,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,14-05-2029,37709,3702,7,Compliant
ORD000487,BATCH00487,Vitamin D3 1000IU,Supplement,Tablet,Novartis,Stuttgart Center,Dresden Hospital,Stuttgart,FedEx Health,11-08-2022,14-08-2022,Cancelled,Not Applicable,Cancelled,4715,480.99,2267867.85,12.8,1977580.77,Overdue,No,Ambient (15-25°C),No,Not Applicable,25-04-2025,11741,762,14,Under Review
ORD000488,BATCH00488,Dexamethasone 4mg,Steroid,Tablet,Pfizer,Munich Hub,Frankfurt General Hospital,Munich,DHL Medical,05-08-2023,07-08-2023,00-01-1900,Not Applicable,Returned,1959,145.91,285837.69,10.5,255824.73,Paid,No,Ambient (15-25°C),No,Damaged,21-02-2027,21515,3865,7,Compliant
ORD000489,BATCH00489,Metformin 500mg,Diabetes,Tablet,Roche,Stuttgart Center,Dresden Hospital,Stuttgart,MedExpress,07-03-2024,09-03-2024,11-03-2024,4,Delivered,1734,155.22,269151.48,16.4,225010.64,Overdue,No,Ambient (15-25°C),No,Not Applicable,27-11-2028,20436,2162,9,Non-Compliant
ORD000490,BATCH00490,Insulin Glargine,Diabetes,Injection,AstraZeneca,Berlin Central,Hamburg Medical Center,Berlin,MedExpress,28-03-2024,02-04-2024,09-04-2024,12,Delivered,2072,263.17,545288.24,18.2,446045.78,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,28-12-2027,2661,1246,5,Non-Compliant
ORD000491,BATCH00491,Warfarin 5mg,Blood Thinner,Tablet,Johnson & Johnson,Frankfurt Depot,Bremen Health Institute,Frankfurt,FedEx Health,26-05-2023,28-05-2023,00-01-1900,Not Applicable,Returned,3589,229.19,822562.91,18.2,672856.46,Paid,No,Refrigerated (2-8°C),No,Quality Issue,04-06-2025,15808,1793,5,Under Review
ORD000492,BATCH00492,Salbutamol Inhaler,Respiratory,Inhaler,Novartis,Cologne Warehouse,Frankfurt General Hospital,Cologne,MedExpress,06-02-2025,07-02-2025,00-01-1900,Not Applicable,Returned,3070,38.73,118901.1,2.1,116404.18,Paid,No,Ambient (15-25°C),No,Expired,05-12-2027,33265,865,8,Compliant
ORD000493,BATCH00493,Ibuprofen 400mg,Anti-inflammatory,Tablet,GSK,Frankfurt Depot,Cologne Medical Hub,Frankfurt,BioLogistics GmbH,03-02-2023,07-02-2023,00-01-1900,Not Applicable,Returned,359,5.86,2103.74,2.3,2055.35,Pending,No,Ambient (15-25°C),No,Quality Issue,08-11-2024,30335,1058,2,Under Review
ORD000494,BATCH00494,Azithromycin 500mg,Antibiotic,Tablet,GSK,Munich Hub,Nuremberg Clinic,Munich,UPS Pharma,16-12-2022,17-12-2022,22-12-2022,6,Delivered,873,89.03,77723.19,2.5,75780.11,Paid,No,Ambient (15-25°C),No,Not Applicable,23-02-2026,44492,2738,3,Non-Compliant
ORD000495,BATCH00495,Warfarin 5mg,Blood Thinner,Tablet,Roche,Munich Hub,Berlin University Hospital,Munich,BioLogistics GmbH,24-06-2024,25-06-2024,Not Delivered Yet,Not Applicable,In Transit,4333,320.69,1389549.77,14.3,1190844.15,Pending,No,Ambient (15-25°C),No,Not Applicable,20-01-2026,3535,538,1,Non-Compliant
ORD000496,BATCH00496,Cetirizine 10mg,Allergy,Tablet,AstraZeneca,Hamburg Port,Frankfurt General Hospital,Hamburg,FedEx Health,02-02-2022,06-02-2022,07-02-2022,5,Delivered,169,168.89,28542.41,3.8,27457.8,Paid,No,Ambient (15-25°C),No,Not Applicable,03-11-2026,43623,1875,12,Compliant
ORD000497,BATCH00497,Amoxicillin 250mg,Antibiotic,Capsule,Bayer,Stuttgart Center,Munich Clinic,Stuttgart,UPS Pharma,25-02-2025,27-02-2025,16-03-2025,19,Delayed,1746,467.2,815731.2,7.9,751288.44,Paid,No,Ambient (15-25°C),No,Not Applicable,20-07-2028,23468,3149,3,Compliant
ORD000498,BATCH00498,Vitamin D3 1000IU,Supplement,Tablet,Abbott,Berlin Central,Dresden Hospital,Berlin,FedEx Health,27-03-2023,28-03-2023,Cancelled,Not Applicable,Cancelled,2331,325.15,757924.65,7.4,701838.23,Overdue,No,Ambient (15-25°C),No,Not Applicable,10-08-2024,32840,1334,12,Under Review
ORD000499,BATCH00499,Fluoxetine 20mg,Antidepressant,Capsule,Roche,Hamburg Port,Munich Clinic,Hamburg,ColdChain Logistics,06-03-2024,08-03-2024,21-03-2024,15,Delayed,1486,317.86,472339.96,17.7,388735.79,Paid,No,Refrigerated (2-8°C),No,Not Applicable,17-12-2026,1256,4177,7,Under Review
ORD000500,BATCH00500,Azithromycin 500mg,Antibiotic,Tablet,Sanofi,Stuttgart Center,Berlin University Hospital,Stuttgart,FedEx Health,12-09-2022,15-09-2022,17-09-2022,5,Delivered,3560,378.74,1348314.4,12.4,1181123.41,Paid,No,Ambient (15-25°C),No,Not Applicable,12-01-2024,13339,1742,7,Compliant
